Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-012986,2018-03,03/24/2018 01:25,Y, , ,1, , 38311,4,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL,3553,CHOUTEAU AVE,37, ,@RALLYS- CHOUTEAU, , ,895815.9,1016813
18-010904,2018-03,03/10/2018 23:20,Y, , ,1, , 38421,2,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,3856,FOLSOM AVE,29, , ,3856,FOLSOM,893356.9,1014734
18-011166,2018-03,03/12/2018 16:23,Y, , ,1, , 38421,4,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,4031,PECK ST,67, , ,4031,PECK,901906.6,1030689
18-013003,2018-03,03/24/2018 05:47,Y, , ,1, , 38422,6,ROBBERY CARJACKING /STRNGARM/NO INJ/ATTEMPT,5541,PARTRIDGE AVE,72, , ,5541,PARTRIDGE,891754.4,1045829
18-002903,2018-03,01/18/2018 23:23, , , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2319,INDIANA,23, ,: 2ND FLR,2319,INDIANA,0,0
18-004278,2018-03,01/27/2018 02:59, , , ,-1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2831,TEXAS,30, , ,2831,TEXAS,0,0
18-005036,2018-03,01/31/2018 17:38, , , ,-1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,7851,COSTA,1, , ,7851,COSTA,0,0
18-009484,2018-03,03/01/2018 00:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8891,HALL ST,74, ,ROADWAY,2361,BERWYN,898595.2,1053467
18-009554,2018-03,03/02/2018 01:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2001,LOCUST ST,36,BAR MOOD, , , ,903573.1,1019563
18-009554,2018-03,03/02/2018 01:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2001,LOCUST ST,36,BAR MOOD, , , ,903573.1,1019563
18-009554,2018-03,03/02/2018 01:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2001,LOCUST ST,36,BAR MOOD, , , ,903573.1,1019563
18-009557,2018-03,03/02/2018 01:55,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 3RD ST / BIDDLE ST,62, , , , ,909959.8,1020300
18-009689,2018-03,03/02/2018 23:40,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4907,S BROADWAY,17, , ,4842,BROADWAY,895011.1,995633.8
18-009774,2018-03,03/03/2018 13:33,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / PENROSE,69, , , , ,892139.8,1037195
18-009774,2018-03,03/03/2018 13:33,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / PENROSE,69, , , , ,892139.8,1037195
18-009798,2018-03,03/03/2018 16:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
18-009798,2018-03,03/03/2018 16:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 WESTBOUND / MADISON ST,63, , , , ,908505,1024640
18-010080,2018-03,03/05/2018 16:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8879,N BROADWAY,74,A & B AUTO SALES & SERVICE, , , ,897728.8,1053297
18-010403,2018-03,03/07/2018 17:07,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5841,DEGIVERVILLE AVE,46, , ,5841,DEGIVERVILLE,880090.5,1026297
18-010485,2018-03,03/08/2018 10:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3015,SIDNEY ST,25, , ,3015,SIDNEY,896954.4,1010023
18-010535,2018-03,03/08/2018 15:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3123,RAUSCHENBACH AVE,60, ,REAR, , ,904804.7,1027429
18-010656,2018-03,03/09/2018 12:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4314,N EUCLID AVE,69, , ,4314,EUCLID,893408.5,1037442
18-010732,2018-03,03/09/2018 22:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1405,N 16TH ST,62, , ,1405,16TH,906523.9,1021998
18-010732,2018-03,03/09/2018 22:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1405,N 16TH ST,62, , ,1405,16TH,906523.9,1021998
18-010800,2018-03,03/10/2018 09:25,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,COTE BRILLIANTE AVE / N GRAND,59, ,IN THE SOUTHBOUND LANE OF N. GRAND, , ,898773.7,1025553
18-010845,2018-03,03/10/2018 15:34,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ADELAIDE AVE / HALL ST,64, , , , ,904522.8,1037706
18-010871,2018-03,03/10/2018 18:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1431,VERONICA AVE,74, ,FRONT YARD,1431,VERONICA,894360.7,1050413
18-010871,2018-03,03/10/2018 18:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1431,VERONICA AVE,74, ,FRONT YARD,1431,VERONICA,894360.7,1050413
18-010894,2018-03,03/10/2018 21:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1391,HODIAMONT AVE,78,ZUHAIR MARKET, ,2505,HODIAMONT,880856.8,1033748
18-010894,2018-03,03/10/2018 21:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1391,HODIAMONT AVE,78,ZUHAIR MARKET, ,2505,HODIAMONT,880856.8,1033748
18-010894,2018-03,03/10/2018 21:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1391,HODIAMONT AVE,78,ZUHAIR MARKET, ,2505,HODIAMONT,880856.8,1033748
18-011020,2018-03,03/11/2018 19:20,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3943,GREER AVE,56, , ,3943,GREER,898256.2,1029585
18-011029,2018-03,03/11/2018 19:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4231,NATURAL BRIDGE AVE,68,M&A LIQUOR, ,4231,NATURAL BRIDGE,896900.4,1032130
18-011029,2018-03,03/11/2018 19:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4231,NATURAL BRIDGE AVE,68,M&A LIQUOR, ,4231,NATURAL BRIDGE,896900.4,1032130
18-011037,2018-03,03/11/2018 22:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4219,LEE AVE,68, , ,4211,PENROSE,897955.3,1033821
18-011037,2018-03,03/11/2018 22:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4219,LEE AVE,68, , ,4211,PENROSE,897955.3,1033821
18-011049,2018-03,03/12/2018 02:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5510,NATURAL BRIDGE AVE,50, , ,5920,SHERRY,887508.4,1037088
18-011049,2018-03,03/12/2018 02:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5510,NATURAL BRIDGE AVE,50, , ,5920,SHERRY,887508.4,1037088
18-011083,2018-03,03/12/2018 09:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2706,RUTGER ST,31, , ,2706,RUTGER,899607.3,1014775
18-011215,2018-03,03/13/2018 00:56,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4327,COTE BRILLIANTE AVE,57, ,CITY STREET, , ,893596.9,1028521
18-011390,2018-03,03/13/2018 23:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5590,W FLORISSANT AVE,72,NORTHWAY MARKET,PARKING LOT ON EAST SIDE OF THE BUIL, , ,893144.3,1044000
18-011451,2018-03,03/14/2018 10:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4129,W FLORISSANT AVE,68, , ,2100,ADELAIDE,900240.3,1034726
18-011525,2018-03,03/14/2018 18:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1000,E GRAND AVE,66, , , , ,904555.1,1033980
18-011525,2018-03,03/14/2018 18:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1000,E GRAND AVE,66, , , , ,904555.1,1033980
18-011543,2018-03,03/14/2018 21:36,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3859,ALEXANDER ST,16, , ,3859,ALEXANDER,890356,1002907
18-011699,2018-03,03/15/2018 18:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4300,N EUCLID AVE,69, ,PENROSE PARK, , ,893346.1,1037333
18-011785,2018-03,03/16/2018 12:25,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,W FLORISSANT AVE / RIVERVIEW B,72, , , , ,891715.8,1046309
18-011994,2018-03,03/17/2018 20:20,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DR MARTIN LUTHER KING DR / N K,53, ,ALIAS KINGSHIGHWAY/MLK, , ,888326.1,1030363
18-012015,2018-03,03/17/2018 22:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5131,GILMORE AVE,72, , ,5131,GILMORE,890303.7,1043946
18-012047,2018-03,03/18/2018 02:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2836,GAMBLE ST,59, , ,2836,GAMBLE,900979.4,1022364
18-012059,2018-03,03/18/2018 05:15,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3701,DELOR ST,16, ,1ST FL,3701,DELOR,890958.9,997998.4
18-012144,2018-03,03/18/2018 18:09,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GLADYS AVE / GOODFELLOW BLVD,73, ,ROADWAY, , ,890549.6,1049469
18-012152,2018-03,03/18/2018 19:30,Y, , ,1, , 41011,0,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,999,0, , , , ,0,0
18-012193,2018-03,03/19/2018 03:50,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3037,DELMAR BLVD,37,PARKING LOT, ,3031,DELMAR,899954.4,1021469
18-012364,2018-03,03/20/2018 07:28,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1179,HOWELL ST,74, , ,1179,HOWELL,894719.8,1051781
18-012430,2018-03,03/20/2018 13:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,CASS AVE,62, , ,371,SPRING,906523.9,1021998
18-012430,2018-03,03/20/2018 13:00,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,CASS AVE,62, , ,371,SPRING,906523.9,1021998
18-012453,2018-03,03/20/2018 14:07,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ETZEL AVE / N SKINKER PKWY,48, , , , ,879128.4,1031297
18-012453,2018-03,03/20/2018 14:07,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ETZEL AVE / N SKINKER PKWY,48, , , , ,879128.4,1031297
18-012502,2018-03,03/20/2018 21:23,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4819,CUPPLES PL,55, , ,4891,CUPPLES,890698.1,1031741
18-012658,2018-03,03/21/2018 22:07,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3509,CLAY AVE,56, ,APT 1N,3509,CLAY,897817.5,1030640
18-012658,2018-03,03/21/2018 22:07,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3509,CLAY AVE,56, ,APT 1N,3509,CLAY,897817.5,1030640
18-012658,2018-03,03/21/2018 22:07,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3509,CLAY AVE,56, ,APT 1N,3509,CLAY,897817.5,1030640
18-012811,2018-03,03/22/2018 20:40,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1133,S 9TH ST,34, , ,913,MORRISON,906241.1,1013517
18-012811,2018-03,03/22/2018 20:40,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1133,S 9TH ST,34, , ,913,MORRISON,906241.1,1013517
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013071,2018-03,03/24/2018 14:04,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1432,HOGAN ST,62, , , , ,905305.6,1022738
18-013165,2018-03,03/25/2018 07:23,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4400,MICHIGAN AVE,17, , ,3933,BROADWAY,894742.3,999035.9
18-013216,2018-03,03/25/2018 13:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1245,GIMBLIN ST,74, , ,1245,GIMBLIN,895321.4,1048977
18-013216,2018-03,03/25/2018 13:30, , , ,-1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1245,GIMBLIN ST,74, , ,1245,GIMBLIN,895321.4,1048977
18-013237,2018-03,03/25/2018 16:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,971,CANAAN AVE,74, , ,3635,VISTA,895927.5,1051479
18-013262,2018-03,03/25/2018 21:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,E GRAND AVE / I 70 WESTBOUND,66, , ,10600,LEWIS CLARK,904661.3,1034060
18-013262,2018-03,03/25/2018 21:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,E GRAND AVE / I 70 WESTBOUND,66, , ,10600,LEWIS CLARK,904661.3,1034060
18-013262,2018-03,03/25/2018 21:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,E GRAND AVE / I 70 WESTBOUND,66, , ,10600,LEWIS CLARK,904661.3,1034060
18-013442,2018-03,03/26/2018 22:15,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 11TH ST / CARROLL ST,34, , ,1611,11TH,904702.1,1012279
18-013442,2018-03,03/26/2018 22:15,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 11TH ST / CARROLL ST,34, , ,1611,11TH,904702.1,1012279
18-013465,2018-03,03/27/2018 03:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N BROADWAY / JACKSON ST,74, , ,8867,LOWELL,897781.7,1053134
18-013465,2018-03,03/27/2018 03:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N BROADWAY / JACKSON ST,74, , ,8867,LOWELL,897781.7,1053134
18-013589,2018-03,03/27/2018 17:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,914,HAMILTON AVE,48, , ,400,KINGSHIGHWAY,880300.7,1029031
18-013589,2018-03,03/27/2018 17:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,914,HAMILTON AVE,48, , ,400,KINGSHIGHWAY,880300.7,1029031
18-013717,2018-03,03/28/2018 16:09,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2821,CLARA AVE,50, , ,2821,CLARA,885595.4,1035497
18-013752,2018-03,03/28/2018 18:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4751,SAINT LOUIS AVE,56, , ,4753,SAINT LOUIS,892100.3,1032025
18-013789,2018-03,03/29/2018 01:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / LILLIAN AVE,76, , , , ,887762.9,1044345
18-013953,2018-03,03/29/2018 22:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1321,LAUREL ST,78, ,VACANT RESIDENCE,4014,UNION,881841.9,1032219
18-013953,2018-03,03/29/2018 22:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1321,LAUREL ST,78, ,VACANT RESIDENCE,4014,UNION,881841.9,1032219
18-014005,2018-03,03/30/2018 01:23,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2000,ST CHARLES ST,36, , ,2001,LOCUST,903661.1,1019685
18-014024,2018-03,03/30/2018 12:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 20TH ST / E LINTON AVE,66, ,INTERSECTION, , ,902398.3,1034771
18-014059,2018-03,03/30/2018 16:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2865,HAMILTON AVE,50, , , , ,883718.6,1037033
18-014059,2018-03,03/30/2018 16:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2865,HAMILTON AVE,50, , , , ,883718.6,1037033
18-014059,2018-03,03/30/2018 16:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2865,HAMILTON AVE,50, , , , ,883718.6,1037033
18-014059,2018-03,03/30/2018 16:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2865,HAMILTON AVE,50, , , , ,883718.6,1037033
18-014059,2018-03,03/30/2018 16:00,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2865,HAMILTON AVE,50, , , , ,883718.6,1037033
18-014141,2018-03,03/31/2018 02:47,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,410,CARDINAL AVE,37, ,IN THE STREET, , ,899205,1020595
18-014265,2018-03,03/31/2018 21:16,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4440,ANDERSON AVE,69, , , , ,896451.4,1035441
18-014265,2018-03,03/31/2018 21:16,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4440,ANDERSON AVE,69, , , , ,896451.4,1035441
18-014270,2018-03,03/31/2018 21:30,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3230,SCHOOL ST,77, , ,3200,SCHOOL,898930.8,1022772
18-010115,2018-03,03/05/2018 11:50,Y, , ,1, , 41012,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,3528,NEBRASKA AVE,19, , , , ,896655.8,1004301
18-011183,2018-03,03/12/2018 14:30,Y, , ,1, , 41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,5750,NATURAL BRIDGE AVE,50, ,GULF GAS STATION, , ,885556.4,1038533
18-009462,2018-03,03/01/2018 12:20,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,216,S KINGSHIGHWAY BLVD,38, ,@BARNES JEWISH HOSPITAL,4949, ,887542.5,1021501
18-009518,2018-03,03/01/2018 17:30,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1420,BELT AVE,78, , ,1400,BELT,884851.8,1031486
18-009921,2018-03,03/04/2018 15:11,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,BELL AVE / N GRAND BLVD,77, , , , ,897507.9,1022844
18-009921,2018-03,03/04/2018 15:11,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,BELL AVE / N GRAND BLVD,77, , , , ,897507.9,1022844
18-009968,2018-03,03/05/2018 02:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1308,WASHINGTON AVE,36, ,APT 4C,1308,WASHINGTON,906270.8,1019053
18-010065,2018-03,03/05/2018 15:28,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,501,CHOUTEAU AVE,35, ,@TACO BELL - CHOUTEAU,501,CHOUTEAU,907671.6,1013827
18-010112,2018-03,03/05/2018 23:35,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3509,ITASKA ST,16, , , , ,892428.6,997887.8
18-010800,2018-03,03/10/2018 09:25,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,COTE BRILLIANTE AVE / N GRAND,59, ,IN THE SOUTHBOUND LANE OF N. GRAND, , ,898773.7,1025553
18-010987,2018-03,03/11/2018 15:00,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4324,DR MARTIN LUTHER KING DR,58, , ,4324,DR MARTIN LUTHER KING,893407.7,1027601
18-011021,2018-03,03/11/2018 19:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1500,COCHRAN PL,62,PRESERVATION PLACE,PRESERVATION PLACE APARTMENTS, , ,906256.9,1022439
18-011021,2018-03,03/11/2018 19:45,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1500,COCHRAN PL,62,PRESERVATION PLACE,PRESERVATION PLACE APARTMENTS, , ,906256.9,1022439
18-011164,2018-03,03/12/2018 16:00,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4231,NATURAL BRIDGE AVE,68,M & A LIQUOR, ,4231,NATURAL BRIDGE,896900.4,1032130
18-011217,2018-03,03/13/2018 03:08,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,315,WASHINGTON AVE,35, ,INTERSECTION OF WASHINGTON / MEMORIA, , ,909836.6,1018269
18-011247,2018-03,03/13/2018 08:45,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2428,N EUCLID AVE,55, ,CITY STREET,2428,EUCLID,889925.8,1031424
18-011247,2018-03,03/13/2018 08:45,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2428,N EUCLID AVE,55, ,CITY STREET,2428,EUCLID,889925.8,1031424
18-011529,2018-03,03/14/2018 19:21,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2727,WINNEBAGO ST,19,IOWA BUFFET, ,2727,WINNEBAGO,897445.8,1003246
18-012562,2018-03,03/15/2018 15:30,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3836,NATURAL BRIDGE AVE,59,BEAUMONT TECHNICAL CENTER,@BEAUMONT TECHNICAL CENTER,3836,NATURAL BRIDGE,899611.2,1030255
18-011696,2018-03,03/15/2018 20:45,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4106,BLAINE AVE,28, , ,4106,BLAINE,891541.5,1014647
18-011976,2018-03,03/17/2018 17:30,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6312,BERTHOLD AVE,42, ,SIDEWALK/STREET,6312,BERTHOLD,879709.4,1018221
18-011976,2018-03,03/17/2018 17:30,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6312,BERTHOLD AVE,42, ,SIDEWALK/STREET,6312,BERTHOLD,879709.4,1018221
